objectid,quickref,name,short_name,street,street2,city,state,zip,county,country_code,country,mail_street,mail_street2,mail_city,mail_state,mail_zip,mail_country_code,mail_country,phone,webaddress,email,tax_id,parishueid,f2014_members_this_year,f2014_sunday_attendance,f2014_plate_and_pledge,f2015_members_this_year,f2015_sunday_attendance,f2015_plate_and_pledge,f2016_members_this_year,f2016_sunday_attendance,f2016_plate_and_pledge,f2017_members_this_year,f2017_sunday_attendance,f2017_plate_and_pledge,f2018_members_this_year,f2018_sunday_attendance,f2018_plate_and_pledge,f2019_members_this_year,f2019_sunday_attendance,f2019_plate_and_pledge,f2020_members_this_year,f2020_sunday_attendance,f2020_plate_and_pledge,f2021_members_this_year,f2021_sunday_attendance,f2021_plate_and_pledge,f2022_members_this_year,f2022_sunday_attendance,f2022_plate_and_pledge,f2023_members_this_year,f2023_sunday_attendance,f2023_plate_and_pledge,attendance_pctinc,member_pctinc,platepledge_pctinc,attendance_avg,member_avg,platepledge_avg,dio_reg
30,St Peters Church (Port Royal),St Peters Church,St Peters,823 Water St,,Port Royal,VA,22535,Caroline,US,UNITED STATES,PO Box 399,,Port Royal,VA,22535-0399,US,UNITED STATES,804-742-5908,www.churchsp.org,stpetersrev@gmail.com,54-1036763,9299-9416,64.000000000000000,38.000000000000000,95764.000000000000000,64.000000000000000,39.000000000000000,100303.000000000000000,66.000000000000000,44.000000000000000,104631.000000000000000,70.000000000000000,41.000000000000000,115392.000000000000000,67.000000000000000,41.000000000000000,117137.000000000000000,62.000000000000000,37.000000000000000,108990.000000000000000,52.000000000000000,33.000000000000000,92173.000000000000000,40.000000000000000,20.000000000000000,101271.000000000000000,46.000000000000000,21.000000000000000,94440.000000000000000,35.000000000000000,22.000000000000000,102387.000000000000000,-42.105263160000007,-45.312500000000000,6.915960070000000,33.600000000000001,56.600000000000001,103248.800000000002910,6
31,St Peters (Oak Grove),St Peters,St Peters,2961 Kings Hwy,,Oak Grove,VA,22443,Westmoreland,US,UNITED STATES,601 Colonial Ave,,Colonial Beach,VA,22443,US,UNITED STATES,804-224-7309,www.stpetersoakgrove.org,stpetersoakgrove@gmail.com,54-6042676,9620-0977,109.000000000000000,37.000000000000000,90011.000000000000000,115.000000000000000,38.000000000000000,95031.000000000000000,117.000000000000000,36.000000000000000,104263.000000000000000,115.000000000000000,38.000000000000000,113549.000000000000000,126.000000000000000,37.000000000000000,105392.000000000000000,125.000000000000000,39.000000000000000,110127.000000000000000,129.000000000000000,42.000000000000000,94089.000000000000000,62.000000000000000,17.000000000000000,95355.000000000000000,57.000000000000000,26.000000000000000,96567.000000000000000,64.000000000000000,37.000000000000000,109700.000000000000000,0.000000000000000,-41.284403669999996,21.873993179999999,34.700000000000003,101.900000000000006,101408.399999999994179,12
32,St Pauls on the Hill Church (Winchester),St Pauls on the Hill Church,St Paul's on the Hill,1527 Senseny Rd,,Winchester,VA,22602-6423,Frederick,US,UNITED STATES,1527 Senseny Rd,,Winchester,VA,22602-6423,US,UNITED STATES,540-667-8110,www.stpaulswinchester.org,spothpriest@gmail.com,54-1213617,4454-7719,184.000000000000000,,111158.000000000000000,199.000000000000000,70.000000000000000,,199.000000000000000,,,212.000000000000000,70.000000000000000,118558.000000000000000,217.000000000000000,66.000000000000000,120549.000000000000000,213.000000000000000,61.000000000000000,107236.000000000000000,232.000000000000000,55.000000000000000,91063.000000000000000,228.000000000000000,56.000000000000000,94727.000000000000000,60.000000000000000,25.000000000000000,63765.000000000000000,60.000000000000000,0.000000000000000,0.000000000000000,-64.285714290000001,-67.391304349999999,-42.635707730000000,57.571428569999995,180.400000000000006,101008.000000000000000,16
33,St Pauls Memorial Church (Charlottesville),St Pauls Memorial Church,St Pauls Memorial,1700 University Ave,,Charlottesville,VA,22903-2683,Charlottesville City,US,UNITED STATES,1700 University Ave,,Charlottesville,VA,22903-2683,US,UNITED STATES,434-295-2156,www.stpaulsmemorialchurch.org,office@stpaulsmemorialchurch.org,54-0584101,4390-8441,1655.000000000000000,336.000000000000000,644521.000000000000000,1629.000000000000000,261.000000000000000,642606.000000000000000,1045.000000000000000,247.000000000000000,639538.000000000000000,722.000000000000000,263.000000000000000,658800.000000000000000,732.000000000000000,254.000000000000000,649421.000000000000000,649.000000000000000,273.000000000000000,744737.000000000000000,672.000000000000000,282.000000000000000,768597.000000000000000,673.000000000000000,138.000000000000000,850795.000000000000000,651.000000000000000,199.000000000000000,902418.000000000000000,641.000000000000000,233.000000000000000,884124.000000000000000,-30.654761899999997,-61.268882179999999,37.175359690000001,248.599999999999994,906.899999999999977,738555.699999999953434,4
34,St Pauls Ivy Church (Charlottesville),St Pauls Ivy Church,St Pauls Ivy,851 Owensville Rd,,Charlottesville,VA,22901,Albemarle,US,UNITED STATES,PO Box 37,,Ivy,VA,22945-0037,US,UNITED STATES,434-979-6354,www.stpaulsivy.org,office@stpaulsivy.org,54-0636196,4811-1306,825.000000000000000,234.000000000000000,711591.000000000000000,852.000000000000000,230.000000000000000,714445.000000000000000,843.000000000000000,245.000000000000000,712248.000000000000000,836.000000000000000,225.000000000000000,656708.000000000000000,830.000000000000000,234.000000000000000,678533.000000000000000,835.000000000000000,228.000000000000000,729567.000000000000000,841.000000000000000,235.000000000000000,726374.000000000000000,849.000000000000000,155.000000000000000,757997.000000000000000,875.000000000000000,173.000000000000000,804639.000000000000000,880.000000000000000,170.000000000000000,889972.000000000000000,-27.350427350000000,6.666666670000000,25.067911200000001,212.900000000000006,846.600000000000023,738207.400000000023283,4
35,St Pauls Episcopal Church (Millers Tavern),St Pauls Episcopal Church,St Pauls,7924 Richmond Hwy,,Millers Tavern,VA,23115,Essex,US,UNITED STATES,PO Box 278,,Miller's Tavern,VA,23115-0278,US,UNITED STATES,804-443-2341,www.stpaulsmillerstavern.org,office@stpaulsmillerstavern.org,54-1028474,5820-4694,175.000000000000000,39.000000000000000,117698.000000000000000,169.000000000000000,41.000000000000000,126288.000000000000000,170.000000000000000,39.000000000000000,155406.000000000000000,170.000000000000000,40.000000000000000,152223.000000000000000,174.000000000000000,39.000000000000000,141939.000000000000000,182.000000000000000,47.000000000000000,145951.000000000000000,182.000000000000000,60.000000000000000,147238.000000000000000,189.000000000000000,36.000000000000000,136857.000000000000000,189.000000000000000,45.000000000000000,153774.000000000000000,191.000000000000000,47.000000000000000,171844.000000000000000,20.512820509999997,9.142857139999998,46.004180190000000,43.299999999999997,179.099999999999994,144921.799999999988358,9
36,St Pauls Episcopal Church (Hanover),St Pauls Episcopal Church,St Pauls,8050 St Paul's Church Rd,,Hanover,VA,23069,Hanover,US,UNITED STATES,PO Box 441,,Hanover,VA,23069-0441,US,UNITED STATES,804-537-5516,www.stpaulshanover.org/,stpaulshanover@comcast.net,54-1028252,7914-9928,406.000000000000000,111.000000000000000,223649.000000000000000,411.000000000000000,95.000000000000000,212640.000000000000000,194.000000000000000,109.000000000000000,208665.000000000000000,201.000000000000000,112.000000000000000,239559.000000000000000,225.000000000000000,100.000000000000000,273687.000000000000000,225.000000000000000,0.000000000000000,0.000000000000000,225.000000000000000,0.000000000000000,0.000000000000000,221.000000000000000,50.000000000000000,210528.000000000000000,224.000000000000000,72.000000000000000,221143.000000000000000,242.000000000000000,82.000000000000000,241975.000000000000000,-26.126126129999999,-40.394088669999995,8.194089850000001,91.375000000000000,257.399999999999977,228980.750000000000000,11
37,St Pauls Church Nomini Grove (Warsaw),St Pauls Church Nomini Grove,St Pauls,351 St. Paul's Road,,Warsaw,VA,22572,Richmond,US,UNITED STATES,1819 Neenah Rd,,Montross,VA,22520-3115,US,UNITED STATES,804-493-8994,,linda.hutt@va.metrocast.net,54-1485678,8328-8514,34.000000000000000,23.000000000000000,25068.000000000000000,29.000000000000000,19.000000000000000,28639.000000000000000,37.000000000000000,17.000000000000000,25905.000000000000000,37.000000000000000,22.000000000000000,24183.000000000000000,36.000000000000000,16.000000000000000,23304.000000000000000,40.000000000000000,28.000000000000000,15422.000000000000000,40.000000000000000,27.000000000000000,13241.000000000000000,40.000000000000000,22.000000000000000,13314.000000000000000,39.000000000000000,29.000000000000000,18242.000000000000000,39.000000000000000,29.000000000000000,18859.000000000000000,26.086956520000001,14.705882350000000,-24.768629330000000,23.199999999999999,37.100000000000001,20617.700000000000728,12
38,St Pauls Church (West Point),St Pauls Church,St Pauls,15th St & F Street,,West Point,VA,23181,King William,US,UNITED STATES,PO Box 767,,West Point,VA,23181-0767,US,UNITED STATES,,,stpaulswestpoint@verizon.com,54-1421655,9359-8753,57.000000000000000,27.000000000000000,20168.000000000000000,55.000000000000000,39.000000000000000,30706.000000000000000,51.000000000000000,24.000000000000000,25292.000000000000000,40.000000000000000,19.000000000000000,39043.000000000000000,40.000000000000000,19.000000000000000,35961.000000000000000,40.000000000000000,12.000000000000000,31649.000000000000000,28.000000000000000,10.000000000000000,33981.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,-62.962962959999999,-29.824561400000000,68.489686629999994,21.428571429999998,43.100000000000001,30971.428571430002194,9
39,St Pauls Church (Shenandoah),St Pauls Church,St Pauls,3075 Comertown Rd,,Shenandoah,VA,22849-4047,Page,US,UNITED STATES,PO Box 332,,Shenandoah,VA,22849-0332,US,UNITED STATES,,,,54-1494840,5251-8800,11.000000000000000,22.000000000000000,6389.000000000000000,11.000000000000000,11.000000000000000,6600.000000000000000,13.000000000000000,20.000000000000000,2260.000000000000000,12.000000000000000,8.000000000000000,9953.000000000000000,14.000000000000000,8.000000000000000,2253.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,16.000000000000000,9.000000000000000,1234.000000000000000,-59.090909089999997,45.454545450000005,-80.685553290000001,13.000000000000000,13.300000000000001,4781.500000000000000,7
40,St Pauls Church (Richmond),St Pauls Church,St Pauls,815 E Grace St,,Richmond,VA,23219-3409,Richmond City,US,UNITED STATES,815 E Grace St,,Richmond,VA,23219-3409,US,UNITED STATES,804-643-3589,www.stpauls-episcopal.org,stpauls@stpauls-episcopal.org,54-0505953,9584-0435,859.000000000000000,222.000000000000000,792990.000000000000000,816.000000000000000,213.000000000000000,798669.000000000000000,859.000000000000000,,,859.000000000000000,,,634.000000000000000,182.000000000000000,690650.000000000000000,670.000000000000000,206.000000000000000,702886.000000000000000,657.000000000000000,205.000000000000000,789466.000000000000000,676.000000000000000,121.000000000000000,731679.000000000000000,637.000000000000000,149.000000000000000,804554.000000000000000,643.000000000000000,173.000000000000000,843285.000000000000000,-22.072072070000001,-25.145518039999999,6.342450720000000,183.875000000000000,731.000000000000000,769272.375000000000000,3
41,St Pauls Church (King George),St Pauls Church,St Pauls,5486 Saint Pauls Rd,,King George,VA,22485-5436,King George,US,UNITED STATES,5486 Saint Pauls Rd,,King George,VA,22485-5436,US,UNITED STATES,540-663-3085,stpaulskgva.org,stpaulskgva@gmail.com,054-1569863,8841-1459,163.000000000000000,72.000000000000000,165211.000000000000000,157.000000000000000,69.000000000000000,186901.000000000000000,157.000000000000000,,,161.000000000000000,74.000000000000000,177053.000000000000000,168.000000000000000,73.000000000000000,185921.000000000000000,160.000000000000000,69.000000000000000,179605.000000000000000,142.000000000000000,70.000000000000000,164388.000000000000000,142.000000000000000,35.000000000000000,161119.000000000000000,140.000000000000000,46.000000000000000,139828.000000000000000,126.000000000000000,45.000000000000000,145014.000000000000000,-37.500000000000000,-22.699386499999999,-12.224972910000000,61.444444440000005,151.599999999999994,167226.666666670003906,6
42,St Pauls Church (Haymarket),St Pauls Church,St Pauls,6750 Fayette St,,Haymarket,VA,20169-2916,Prince William,US,UNITED STATES,6750 Fayette St,,Haymarket,VA,20169-2916,US,UNITED STATES,7037532443,www.stpaulsepiscopalhaymarket.org,stpaulsepiscopalhaymarket@gmail.com,54-0960820,4923-7860,90.000000000000000,61.000000000000000,49325.000000000000000,121.000000000000000,74.000000000000000,79091.000000000000000,132.000000000000000,86.000000000000000,102458.000000000000000,154.000000000000000,98.000000000000000,125425.000000000000000,167.000000000000000,100.000000000000000,150588.000000000000000,177.000000000000000,110.000000000000000,161370.000000000000000,185.000000000000000,107.000000000000000,154945.000000000000000,190.000000000000000,67.000000000000000,156887.000000000000000,202.000000000000000,101.000000000000000,180599.000000000000000,225.000000000000000,111.000000000000000,181569.000000000000000,81.967213110000003,150.000000000000000,268.107450579999977,91.500000000000000,164.300000000000011,134225.700000000011642,8
43,St Pauls Church (Baileys Crossroads),St Pauls Church,St Pauls,3439 Payne St,,Baileys Crossroads,VA,22041-2019,Fairfax,US,UNITED STATES,3439 Payne St,,Baileys Crossroads,VA,22041-2019,US,UNITED STATES,703-820-2625,stpaulsbxr.org/,info@stpaulsbxr.org,54-0641549,7423-4311,73.000000000000000,,,73.000000000000000,,,73.000000000000000,,,73.000000000000000,,,68.000000000000000,23.000000000000000,72034.000000000000000,69.000000000000000,24.000000000000000,82952.000000000000000,67.000000000000000,22.000000000000000,67877.000000000000000,61.000000000000000,13.000000000000000,31423.000000000000000,61.000000000000000,0.000000000000000,0.000000000000000,61.000000000000000,0.000000000000000,0.000000000000000,-43.478260870000000,-16.438356160000001,-56.377543939999995,20.500000000000000,67.900000000000006,63571.500000000000000,14
44,St Pauls Church (Alexandria),St Pauls Church,St Pauls,228 S Pitt St,,Alexandria,VA,22314,Alexandria City,US,UNITED STATES,228 S Pitt St,,Alexandria,VA,22314-3797,US,UNITED STATES,703-549-3312,www.stpaulsalexandria.com,office@stpaulsalexandria.com,54-0506483,8986-1629,2821.000000000000000,485.000000000000000,1564931.000000000000000,2939.000000000000000,450.000000000000000,1543009.000000000000000,3039.000000000000000,463.000000000000000,1549888.000000000000000,3131.000000000000000,405.000000000000000,1620519.000000000000000,3185.000000000000000,410.000000000000000,1582172.000000000000000,3254.000000000000000,476.000000000000000,1594497.000000000000000,3269.000000000000000,414.000000000000000,1507181.000000000000000,3282.000000000000000,138.000000000000000,1578939.000000000000000,3279.000000000000000,205.000000000000000,1531129.000000000000000,3264.000000000000000,294.000000000000000,1597515.000000000000000,-39.381443300000001,15.703651190000000,2.082136530000000,374.000000000000000,3146.300000000000182,1566978.000000000000000,1
45,St Patricks Anglo Vietnamese Church (Falls Church),St Patricks Anglo Vietnamese Church,St Patricks Anglo Vietnamese,3241 Brush Dr,,Falls Church,VA,22042,Fairfax,US,UNITED STATES,3241 Brush Dr,,Falls Church,VA,22042,US,UNITED STATES,703-532-5656,www.saintpatricks.us,stpatsepiscopal@gmail.com,54-0626652,4393-7507,123.000000000000000,50.000000000000000,101411.000000000000000,123.000000000000000,,,120.000000000000000,36.000000000000000,83880.000000000000000,108.000000000000000,36.000000000000000,78018.000000000000000,106.000000000000000,20.000000000000000,59253.000000000000000,108.000000000000000,40.000000000000000,48682.000000000000000,108.000000000000000,0.000000000000000,49971.400000000001455,111.000000000000000,19.000000000000000,52594.000000000000000,50.000000000000000,23.000000000000000,52639.000000000000000,53.000000000000000,21.000000000000000,45398.000000000000000,-58.000000000000000,-56.910569109999997,-55.233653150000002,30.625000000000000,101.000000000000000,63538.488888890002272,14
46,St Michaels Church (Arlington),St Michaels Church,St Michaels,1132 N Ivanhoe St,,Arlington,VA,22205-2445,Arlington,US,UNITED STATES,1132 N Ivanhoe St,,Arlington,VA,22205-2445,US,UNITED STATES,703-241-2474,www.stmichaelsarlington.org,parishoffice@stmichaelsarlington.org,54-0633471,1234-6219,225.000000000000000,112.000000000000000,303937.000000000000000,227.000000000000000,109.000000000000000,290550.000000000000000,230.000000000000000,101.000000000000000,308206.000000000000000,219.000000000000000,105.000000000000000,264512.000000000000000,225.000000000000000,105.000000000000000,264719.000000000000000,235.000000000000000,106.000000000000000,288867.000000000000000,242.000000000000000,115.000000000000000,301273.000000000000000,264.000000000000000,52.000000000000000,326115.000000000000000,210.000000000000000,64.000000000000000,367172.000000000000000,193.000000000000000,63.000000000000000,396575.000000000000000,-43.750000000000000,-14.222222220000001,30.479342759999998,93.200000000000003,227.000000000000000,311192.599999999976717,2
47,St Matthews Episcopal Church (Richmond),St Matthews Episcopal Church,St Matthews,1101 Forest Ave,,Richmond,VA,23229-5845,Henrico,US,UNITED STATES,1101 Forest Ave,,Richmond,VA,23229-5845,US,UNITED STATES,804-288-1911,stmattsrva.org,welcome@stmattsrva.org,54-059-7302,9366-0611,705.000000000000000,246.000000000000000,680338.000000000000000,703.000000000000000,236.000000000000000,685774.000000000000000,701.000000000000000,226.000000000000000,674255.000000000000000,680.000000000000000,217.000000000000000,674255.000000000000000,483.000000000000000,217.000000000000000,693087.000000000000000,471.000000000000000,188.000000000000000,687140.000000000000000,471.000000000000000,0.000000000000000,665765.000000000000000,467.000000000000000,94.000000000000000,571197.000000000000000,468.000000000000000,122.000000000000000,555589.000000000000000,200.000000000000000,142.000000000000000,707858.000000000000000,-42.276422760000003,-71.631205670000000,4.045048200000000,187.555555559999988,534.899999999999977,659525.800000000046566,15
48,St Matthews Church (Sterling),St Matthews Church,St Matthews,201 E Frederick Dr,,Sterling,VA,20164-2387,Loudoun,US,UNITED STATES,201 E Frederick Dr,,Sterling,VA,20164-2387,US,UNITED STATES,703-430-2121,www.stmatthewssterling.org/,office@stmtts.org,54-6118958,2260-0159,790.000000000000000,388.000000000000000,644147.000000000000000,835.000000000000000,375.000000000000000,616242.000000000000000,876.000000000000000,375.000000000000000,649145.000000000000000,899.000000000000000,368.000000000000000,724231.000000000000000,935.000000000000000,337.000000000000000,802320.000000000000000,940.000000000000000,301.000000000000000,822335.000000000000000,944.000000000000000,263.000000000000000,834994.000000000000000,954.000000000000000,146.000000000000000,878151.000000000000000,963.000000000000000,167.000000000000000,845429.000000000000000,988.000000000000000,201.000000000000000,827035.000000000000000,-48.195876290000001,25.063291139999997,28.392276920000000,292.100000000000023,912.399999999999977,764402.900000000023283,8
49,St Marys Whitechapel (Lancaster),St Marys Whitechapel,St Marys,5940 White Chapel Rd,,Lancaster,VA,22503-3029,Lancaster,US,UNITED STATES,5940 White Chapel Rd,,Lancaster,VA,22503-3029,US,UNITED STATES,804-462-5908,www.stmaryswhitechapel.org,,54-6043004,6671-3371,74.000000000000000,44.000000000000000,116714.000000000000000,74.000000000000000,,,74.000000000000000,,,67.000000000000000,39.000000000000000,88121.000000000000000,64.000000000000000,35.000000000000000,85538.000000000000000,69.000000000000000,36.000000000000000,84017.000000000000000,56.000000000000000,42.000000000000000,72004.000000000000000,66.000000000000000,22.000000000000000,74157.000000000000000,66.000000000000000,33.000000000000000,77873.000000000000000,67.000000000000000,33.000000000000000,97378.000000000000000,-25.000000000000000,-9.459459460000000,-16.566992819999999,35.500000000000000,67.700000000000003,86975.250000000000000,12
50,St Marys Episcopal Church (Richmond),St Marys Episcopal Church,St Mary's,12291 River Rd,,Richmond,VA,23238-6112,Goochland,US,UNITED STATES,12291 River Rd,,Richmond,VA,23238-6112,US,UNITED STATES,804-784-5678,www.stmarysgoochland.org,amoore@stmarysgoochland.org,54-0721578,1931-1133,1908.000000000000000,220.000000000000000,1016196.000000000000000,1414.000000000000000,227.000000000000000,1067838.000000000000000,1307.000000000000000,235.000000000000000,1074640.000000000000000,1315.000000000000000,248.000000000000000,1087776.000000000000000,1334.000000000000000,262.000000000000000,1106997.000000000000000,1334.000000000000000,0.000000000000000,0.000000000000000,1334.000000000000000,0.000000000000000,0.000000000000000,1507.000000000000000,149.000000000000000,1296484.000000000000000,1558.000000000000000,209.000000000000000,1413477.000000000000000,1675.000000000000000,289.000000000000000,1595223.000000000000000,31.363636360000001,-12.211740040000000,56.979854279999998,229.875000000000000,1468.599999999999909,1207328.875000000000000,15
51,St Marys Church (Reedville),St Marys Church,St Marys,3020 Fleeton Rd,,Reedville,VA,22539,Northumberland,US,UNITED STATES,PO Box 278,,Reedville,VA,22539-0278,US,UNITED STATES,804-453-6712,www.stmarysreedville.org,stmarysfleeton@gmail.com,54-6047405,4753-3526,65.000000000000000,38.000000000000000,60027.000000000000000,64.000000000000000,38.000000000000000,79313.000000000000000,64.000000000000000,,,78.000000000000000,34.000000000000000,72605.000000000000000,80.000000000000000,32.000000000000000,62475.000000000000000,83.000000000000000,30.000000000000000,61938.000000000000000,78.000000000000000,22.000000000000000,71000.000000000000000,80.000000000000000,25.000000000000000,59307.000000000000000,82.000000000000000,24.000000000000000,65873.000000000000000,81.000000000000000,30.000000000000000,68520.000000000000000,-21.052631580000003,24.615384620000000,14.148633120000000,30.333333330000002,75.500000000000000,66784.222222220007097,12
52,St Marys Church (Colonial Beach),St Marys Church,St Marys,203 Dennison St,,Colonial Beach,VA,22443-2311,Westmoreland,US,UNITED STATES,203 Dennison St,,Colonial Beach,VA,22443-0420,US,UNITED STATES,804-224-7186,stmaryscolonialbeach.org,stmarys_church@verizon.net,54-1238352,6562-1781,319.000000000000000,60.000000000000000,120051.000000000000000,311.000000000000000,67.000000000000000,130892.000000000000000,321.000000000000000,54.000000000000000,130834.000000000000000,319.000000000000000,52.000000000000000,141970.000000000000000,124.000000000000000,61.000000000000000,150868.000000000000000,131.000000000000000,62.000000000000000,164163.000000000000000,129.000000000000000,53.000000000000000,183262.000000000000000,129.000000000000000,42.000000000000000,186553.000000000000000,131.000000000000000,48.000000000000000,180451.000000000000000,128.000000000000000,44.000000000000000,183150.000000000000000,-26.666666669999998,-59.874608150000000,52.560161930000000,54.299999999999997,204.199999999999989,157219.399999999994179,6
53,St Marys Church (Berryville),St Marys Church,St Marys,104 N Buckmarsh St,,Berryville,VA,22611-1011,Clarke,US,UNITED STATES,PO Box 252,,Berryville,VA,22611-0252,US,UNITED STATES,540-955-1610,www.clarkeparish.org,amzgrace@verizon.net,90-0639795,7592-5321,30.000000000000000,24.000000000000000,25192.000000000000000,24.000000000000000,18.000000000000000,20955.000000000000000,25.000000000000000,20.000000000000000,20102.000000000000000,23.000000000000000,17.000000000000000,21824.000000000000000,21.000000000000000,11.000000000000000,17232.000000000000000,16.000000000000000,16.000000000000000,18079.000000000000000,13.000000000000000,9.000000000000000,15864.000000000000000,15.000000000000000,12.000000000000000,15229.000000000000000,16.000000000000000,25.000000000000000,17042.000000000000000,14.000000000000000,16.000000000000000,17536.000000000000000,-33.333333330000002,-53.333333330000002,-30.390600190000001,16.800000000000001,19.699999999999999,18905.500000000000000,16
54,St Marys Church (Arlington),St Marys Church,St Marys,2609 N Glebe Rd,,Arlington,VA,22207-3501,Arlington,US,UNITED STATES,2609 N Glebe Rd,,Arlington,VA,22207-3501,US,UNITED STATES,703-527-6800,www.stmarysarlington.org,office@stmarysarlington.org,54-050-6482,9312-1564,1639.000000000000000,490.000000000000000,1754135.000000000000000,1588.000000000000000,451.000000000000000,1708829.000000000000000,1617.000000000000000,434.000000000000000,1679445.000000000000000,1653.000000000000000,452.000000000000000,1782883.000000000000000,1645.000000000000000,415.000000000000000,1903004.000000000000000,1645.000000000000000,0.000000000000000,0.000000000000000,1645.000000000000000,0.000000000000000,1918884.000000000000000,1515.000000000000000,219.000000000000000,1930235.000000000000000,1368.000000000000000,198.000000000000000,1927875.000000000000000,1377.000000000000000,281.000000000000000,2120631.000000000000000,-42.653061219999998,-15.985356920000001,20.893260779999999,367.500000000000000,1569.200000000000045,1858435.666666670003906,2
55,St Martins Episcopal Church (Henrico),St Martins Episcopal Church,St Martins,9000 St Martins Ln,,Henrico,VA,23294-4448,Henrico,US,UNITED STATES,9000 St Martins Ln,,Henrico,VA,23294-4448,US,UNITED STATES,804-270-6786,www.saintmartinschurch.org,saintmartinsec@gmail.com,54-1206608,6164-2179,299.000000000000000,114.000000000000000,183799.000000000000000,303.000000000000000,108.000000000000000,190317.000000000000000,303.000000000000000,103.000000000000000,213496.000000000000000,302.000000000000000,106.000000000000000,234798.000000000000000,306.000000000000000,100.000000000000000,240395.000000000000000,309.000000000000000,96.000000000000000,229578.000000000000000,306.000000000000000,91.000000000000000,229317.000000000000000,296.000000000000000,54.000000000000000,209718.000000000000000,291.000000000000000,72.000000000000000,238719.000000000000000,292.000000000000000,85.000000000000000,246487.000000000000000,-25.438596490000002,-2.341137120000000,34.106823210000002,92.900000000000006,300.699999999999989,221662.399999999994179,15
56,St Marks Church (Richmond),St Marks Church,St Marks,520 North Blvd,,Richmond,VA,23220-3309,Richmond City,US,UNITED STATES,520 North Blvd,,Richmond,VA,23220-3309,US,UNITED STATES,804-358-4771,www.stmarksrva.org,office@stmarksrva.org,54-0606800,7554-1839,308.000000000000000,102.000000000000000,267435.000000000000000,333.000000000000000,104.000000000000000,287011.000000000000000,361.000000000000000,123.000000000000000,266992.000000000000000,371.000000000000000,119.000000000000000,306417.000000000000000,386.000000000000000,118.000000000000000,334045.000000000000000,410.000000000000000,125.000000000000000,356748.000000000000000,424.000000000000000,104.000000000000000,370932.000000000000000,430.000000000000000,47.000000000000000,383498.000000000000000,424.000000000000000,78.000000000000000,399396.000000000000000,429.000000000000000,95.000000000000000,408403.000000000000000,-6.862745100000001,39.285714290000001,52.711126069999999,101.500000000000000,387.600000000000023,338087.700000000011642,3
57,St Marks Church (Alexandria),St Marks Church,St Marks,6744 S Kings Hwy,,Alexandria,VA,22306-1318,Fairfax,US,UNITED STATES,6744 S Kings Hwy,,Alexandria,VA,22306-1318,US,UNITED STATES,703-765-3949,www.stmarksalex.org/,parishoffice@stmarksalex.org,54-0911830,8989-1113,271.000000000000000,130.000000000000000,299733.000000000000000,276.000000000000000,130.000000000000000,244504.000000000000000,281.000000000000000,135.000000000000000,306215.000000000000000,283.000000000000000,130.000000000000000,305255.000000000000000,243.000000000000000,100.000000000000000,249725.000000000000000,250.000000000000000,94.000000000000000,211360.000000000000000,234.000000000000000,92.000000000000000,207560.000000000000000,233.000000000000000,37.000000000000000,145447.000000000000000,204.000000000000000,47.000000000000000,134301.000000000000000,185.000000000000000,42.000000000000000,161051.000000000000000,-67.692307690000007,-31.734317340000000,-46.268512310000006,93.700000000000003,246.000000000000000,226515.100000000005821,13
58,St Margarets Church (Woodbridge),St Margarets Church,St Margarets,5290 Saratoga Ln,,Woodbridge,VA,22193,Prince William,US,UNITED STATES,5290 Saratoga Ln,,Woodbridge,VA,22193,US,UNITED STATES,703-590-3990,www.stmargaretsepiscopalva.org,stmec@verizon.net,54-0910798,6997-2313,166.000000000000000,96.000000000000000,187928.000000000000000,211.000000000000000,110.000000000000000,193599.000000000000000,258.000000000000000,138.000000000000000,213209.000000000000000,282.000000000000000,136.000000000000000,267690.000000000000000,304.000000000000000,123.000000000000000,238268.000000000000000,151.000000000000000,109.000000000000000,193504.000000000000000,151.000000000000000,0.000000000000000,0.000000000000000,151.000000000000000,39.000000000000000,179658.000000000000000,152.000000000000000,38.000000000000000,134166.000000000000000,153.000000000000000,53.000000000000000,158739.000000000000000,-44.791666670000005,-7.831325300000000,-15.532012260000000,93.555555560000002,197.900000000000006,196306.777777779992903,13
